NO,제목,공감/비공감,조회수,등록일,카테고리,세분화
4195,기말고사 오프라인 시험을 막아주세요,0 / 0,0,2020.05.27,행정지원,학사운영 전반에 관한 업무
4194,기말고사를 오프라인으로 진행하는 것을 금지해주세요.,0 / 0,0,2020.05.27,행정지원,학사운영 전반에 관한 업무
4167,채플 보충 관련 정책을 마련해 주세요,0 / 0,2,2020.05.25,행정지원,학사운영 전반에 관한 업무
4160,열람실이용시 마스크 미착용자 바로 퇴실조치해주세요,0 / 0,1,2020.05.23,행정지원,학사운영 전반에 관한 업무
4159,학교 차원에서 비대면(온라인) 기말고사를 유지해주세요,0 / 0,0,2020.05.22,행정지원,학사운영 전반에 관한 업무
4158,온라인 채플 구제방안 건의합니다,0 / 0,0,2020.05.22,행정지원,학사운영 전반에 관한 업무
4157,학교 차원에서 기말 대면시험을 금지해주세요,0 / 0,1,2020.05.22,행정지원,학사운영 전반에 관한 업무
4152,중앙 도서관 개방 건의합니다,0 / 0,2,2020.05.20,생활지원,학사운영 전반에 관한 업무
4151,기말고사 오프라인 반대,0 / 0,0,2020.05.20,행정지원,학사운영 전반에 관한 업무
4150,여름 계절학기 사이버 강의,0 / 0,0,2020.05.18,행정지원,학사운영 전반에 관한 업무
4149,조형예술대학교 대학원 실기실 관련,0 / 0,3,2020.05.17,대학,
4148,여름계절학기 강의 진행 방식을 대면수업이 아닌 온라인 수업 원칙으로 시행하도록 요청합니다.,1 / 0,59,2020.05.16,행정지원,학사운영 전반에 관한 업무
4147,사이버 캠퍼스 애플리케이션의 업그레이드가 필요합니다.,0 / 0,0,2020.05.14,기타,
4146,계절학기 온라인 강의 전환을 강력히 요청드립니다,4 / 0,38,2020.05.14,행정지원,학사운영 전반에 관한 업무
4145,계절학기 사이버 강의 전환 요구합니다,0 / 0,0,2020.05.14,행정지원,학사운영 전반에 관한 업무
4144,신한 노트북실 학부생 자리를 늘려주세요.,0 / 0,0,2020.05.13,생활지원,학사운영 전반에 관한 업무
4143,계절학기 사이버강의 요구합니다.,0 / 0,0,2020.05.13,행정지원,학사운영 전반에 관한 업무
4142,전공리더십 장학금 최소 금액 기준 철폐 민원: 학교의 극단적인 레드테이프 현상,0 / 0,1,2020.05.07,학생지원,학술지원
4141,이화여대 입결 폄하 게시글에 대한 구체적 피드백을 요구합니다.,0 / 0,0,2020.05.07,기타,
4140,이화여대 입결 폄하 게시글에 대한 구체적 피드백을 요구합니다.,0 / 0,0,2020.05.06,기타,
4139,이화여대 입결 폄하 게시글에 대한 구체적 피드백을 요구합니다,0 / 0,0,2020.05.06,기타,
4138,이화여대 입결 폄하 게시글에 대한 구체적 피드백을 요구합니다. 간곡히 부탁드립니다.....,0 / 0,0,2020.05.06,기타,
4137,이화여대 입결 폄하 게시글에 대한 구체적 피드백을 요구합니다.,0 / 0,8,2020.05.06,기타,
4136,패논패로의 전환을 요구합니다.,4 / 1,82,2020.05.05,행정지원,학교관련 제도
4135,전과목 패논패로 전환하는 것을 요청합니다.,0 / 0,0,2020.05.05,행정지원,학교관련 제도
4134,계절학기 영문학부 전공과목 개설을 요청합니다.,0 / 0,2,2020.05.04,대학,
4133,1학기 전면 사이버강의 전환에 따른 성적체계 변환을 요구합니다.,1 / 0,43,2020.05.04,행정지원,학교관련 제도
4132,일반생물학 중간고사 채점을 더 공정하게 해주세요,2 / 0,66,2020.05.01,대학,
4131,허위 사실 및 악성 게시글에 대한 강경 대응을 요구합니다,0 / 0,1,2020.04.28,기타,
4130,악성게시글 대응 부탁드립니다,0 / 0,0,2020.04.26,기타,
4129,이화에 대한 악성게시글을 대응해주세요,0 / 0,0,2020.04.26,기타,
4061,조형예술대학 졸업 전시 수업 오프라인 강의 실시를 요청합니다.,0 / 0,13,2020.04.25,대학,
4060,"오르비, 수만휘 등 수험생들이 많이 이용하는 입시 사이트에서 이화입결 후려치기가 심각합니다.  학교차원의 대응이 필요합니다.",6 / 0,45,2020.04.25,기타,
4059,선배라면 장학금의 등록금 범위 초과 지원을 고려해주셨으면 좋겠습니다.,0 / 0,1,2020.04.24,행정지원,학사운영 전반에 관한 업무
4058,등록금 일부반환을 요구합니다.,0 / 0,0,2020.04.23,행정지원,학사운영 전반에 관한 업무
4057,기말고사 시험 방식에 대하여 제안합니다.,0 / 0,2,2020.04.22,행정지원,학교관련 제도
4056,패논패 전환 혹은 절대평가 의무화 및 기준 완화를 요구합니다.,0 / 0,0,2020.04.21,행정지원,학교관련 제도
4055,절대평가 전면 실시를 요청합니다.,2 / 0,48,2020.04.21,행정지원,학사운영 전반에 관한 업무
4054,열람실 및 컴퓨터실 개방을 요청드립니다.,0 / 0,2,2020.04.21,생활지원,공간사용
4053,열람실 개방 혹은 등록금 반환을 요청합니다.,0 / 0,0,2020.04.21,행정지원,학사운영 전반에 관한 업무
4052,추가 수강 정정 기간과 팀플을 개인과제로 변경할 것을 요구합니다.,0 / 0,0,2020.04.21,행정지원,학사운영 전반에 관한 업무
4051,고시반 운영 재개를 위한 열람실 개방 요청합니다.,0 / 0,1,2020.04.21,생활지원,공간사용
4050,5월 실기수업 오프라인 수업 반대합니다.,0 / 0,0,2020.04.21,행정지원,학사운영 전반에 관한 업무
4049,이씨씨 열람실 개방해주세요,0 / 0,5,2020.04.21,생활지원,공간사용
4048,열람실 개방 안 할거면 등록금 반환해주시길 부탁드립니다.,0 / 0,2,2020.04.21,행정지원,학사운영 전반에 관한 업무
4047,학부생 주차,0 / 0,0,2020.04.20,학생지원,학술지원
4046,등록금 일부 반환을 요청합니다,0 / 0,1,2020.04.18,행정지원,학사운영 전반에 관한 업무
4045,등록금 일부 반환을 요구합니다.,0 / 0,1,2020.04.18,행정지원,학사운영 전반에 관한 업무
4044,"3학점 추기 신청, 정정기간 연장 바랍니다.",0 / 0,0,2020.04.18,행정지원,학교관련 제도
4043,한 학기 온라인강의로 인한 등록금 문제에 대해,0 / 0,2,2020.04.18,행정지원,학사운영 전반에 관한 업무
4036,등록금반환요구,0 / 0,0,2020.04.18,행정지원,학사운영 전반에 관한 업무
4035,등록금 일부 반환 또는 추가학점 신청을 요청합니다.,0 / 0,8,2020.04.18,행정지원,학사운영 전반에 관한 업무
4034,추가 수강 변경 기간 요청드립니다,0 / 0,0,2020.04.17,행정지원,학사운영 전반에 관한 업무
4033,사이버 강의 관련 문의드립니다,0 / 0,0,2020.04.17,기타,
4032,수강정정기간의 연장 및 3학점 추가 수강을 제안합니다.,0 / 0,0,2020.04.17,행정지원,학교관련 제도
4031,추가 수강신청 / 철회 건의합니다.,0 / 0,6,2020.04.17,행정지원,학교관련 제도
4030,2차 수강신청 제안 및 3학점 추가를 원합니다.,0 / 0,0,2020.04.17,행정지원,학교관련 제도
4029,"한학기싸강으로인한 3학점추가학점 이라던지, 등록금반환의 대책마련 요구합니다.",0 / 0,1,2020.04.17,행정지원,학교관련 제도
4028,2차 수강정정 기간 지정 및 추가학점(3학점 이상) 부여를 건의합니다.,0 / 0,0,2020.04.17,행정지원,학교관련 제도
4027,교과목 철회기간 연장 요구,0 / 0,0,2020.04.17,행정지원,학사운영 전반에 관한 업무
4026,2020년 1학기 전체 온라인강의에 따라 적절한 등록금 환불 또는 추가학점 요청합니다.,0 / 0,0,2020.04.17,행정지원,학교관련 제도
4025,등록금의 일부 반환을 요구합니다.,0 / 0,0,2020.04.17,행정지원,학사운영 전반에 관한 업무
4024,2차 수강신청 및 오프라인 금지를 요구합니다.,0 / 0,0,2020.04.17,행정지원,학사운영 전반에 관한 업무
4023,여름계절학기 온라인 강의로 대체 하기를 요구합니다,0 / 0,0,2020.04.17,행정지원,학사운영 전반에 관한 업무
4022,등록금 일부 반환을 요청드립니다.,0 / 0,0,2020.04.17,행정지원,학사운영 전반에 관한 업무
4021,등록금 반환을 요구합니다,0 / 0,1,2020.04.17,행정지원,학사운영 전반에 관한 업무
4020,"등록금과 건강공제회비, 학생회비의 반환을 요구합니다.",0 / 0,0,2020.04.16,행정지원,학사운영 전반에 관한 업무
